,block,cond,duration,end,endloc,event,loc1end,loc1start,loc1x,loc1y,loc2end,loc2start,loc2x,loc2y,loc3end,loc3start,loc3x,loc3y,objonset,recog loc,same/diff,start,startloc,sub,trialend,trialnum,xend,xstart,yend,ystart
0,1,1.0,32,263.0,loc2end,ESACC,748.743173591586,608.0100163648623,537.0,943.0,22.510886255321008,176.093668256414,964.0,352.0,748.3894307110436,782.7956182810427,239.0,277.0,2033.0,1.0,2.0,233.0,loc2start,ec108,8703.0,1,984.5,980.7,342.7,527.3
1,1,1.0,264,527.0,,EFIX,,746.731009132472,537.0,943.0,,18.60107523773828,964.0,352.0,,732.6363354352553,239.0,277.0,2033.0,1.0,2.0,265.0,loc2start,ec108,8703.0,1,,969.4,,334.2
3,1,1.0,114,641.0,loc2end,ESACC,772.7874804886528,733.3734723863416,537.0,943.0,47.5214688325182,30.358689036254496,964.0,352.0,735.3524937062497,704.8025610055628,239.0,277.0,2033.0,1.0,2.0,529.0,loc2start,ec108,8703.0,1,973.8,941.7,305.5,331.4
4,1,1.0,704,1345.0,,EFIX,,747.221928211425,537.0,943.0,,18.471870506258988,964.0,352.0,,741.2396441097845,239.0,277.0,2033.0,1.0,2.0,643.0,loc2start,ec108,8703.0,1,,977.6,,339.5
5,1,1.0,54,1399.0,loc3end,ESACC,720.6596214580085,749.4383563709561,537.0,943.0,607.3968142820639,21.044001520623382,964.0,352.0,132.00715889678105,734.4847513733692,239.0,277.0,2033.0,1.0,2.0,1347.0,loc2start,ec108,8703.0,1,366.5,971.4,242.8,332.3
6,1,1.0,132,1531.0,,EFIX,,718.9005007648834,537.0,943.0,,611.5911461098827,964.0,352.0,,126.60462076875392,239.0,277.0,2033.0,1.0,2.0,1401.0,loc3start,ec108,8703.0,1,,361.7,,245.8
7,1,1.0,22,1553.0,loc3end,ESACC,740.367537105727,707.4015903290011,537.0,943.0,709.0561966445255,611.2554376036258,964.0,352.0,30.914236202759394,122.4671792767352,239.0,277.0,2033.0,1.0,2.0,1533.0,loc3start,ec108,8703.0,1,261.5,360.0,255.8,258.1
8,1,1.0,180,1733.0,,EFIX,,747.1154796950736,537.0,943.0,,721.455708966254,964.0,352.0,,25.658137110866022,239.0,277.0,2033.0,1.0,2.0,1555.0,loc3start,ec108,8703.0,1,,249.3,,253.5
9,1,1.0,62,1795.0,screen,ESACC,263.4469965666719,745.9992761390589,537.0,943.0,483.08251883089287,716.528101333088,964.0,352.0,717.0067782106387,28.853422673922072,239.0,277.0,2033.0,1.0,2.0,1735.0,loc3start,ec108,8703.0,1,746.6,254.4,783.4,252.6
10,1,1.0,188,1983.0,,EFIX,,268.9743668084377,537.0,943.0,,477.75831756234237,964.0,352.0,,716.964441238197,239.0,277.0,2033.0,1.0,2.0,1797.0,screen,ec108,8703.0,1,,750.5,,779.4
11,1,1.0,32,2015.0,loc1end,ESACC,36.368805314445005,264.6783897487666,537.0,943.0,705.6067530855979,484.2557691964031,964.0,352.0,742.021488907161,722.1694053336794,239.0,277.0,2033.0,1.0,2.0,1985.0,screen,ec108,8703.0,1,573.2,750.6,939.5,786.7
12,1,1.0,144,2159.0,,EFIX,,33.557413487931356,537.0,943.0,,703.1327755125628,964.0,352.0,,735.2657342757107,239.0,277.0,2033.0,1.0,2.0,2017.0,loc1start,ec108,8703.0,1,,569.3,,933.9
13,1,1.0,18,2177.0,loc1end,ESACC,42.76868012927215,34.47810899686926,537.0,943.0,771.866542868649,706.6608380262769,964.0,352.0,753.0192295021423,741.1676868293706,239.0,277.0,2033.0,1.0,2.0,2161.0,loc1start,ec108,8703.0,1,513.0,571.3,978.4,939.5
14,1,1.0,772,2949.0,,EFIX,,50.636153092429886,537.0,943.0,,779.650190790716,964.0,352.0,,758.9693142677113,239.0,277.0,2033.0,1.0,2.0,2179.0,loc1start,ec108,8703.0,1,,510.1,,985.9
15,1,1.0,52,3001.0,screen,ESACC,491.32885117810866,50.78917207437038,537.0,943.0,239.24389229403533,779.8371240201379,964.0,352.0,665.1748942947261,758.5683489310637,239.0,277.0,2033.0,1.0,2.0,2951.0,loc1start,ec108,8703.0,1,842.0,509.5,557.8,985.7
16,1,1.0,2060,5061.0,,EFIX,,479.60817340825207,537.0,943.0,,249.899979991996,964.0,352.0,,652.9931086925803,239.0,277.0,2033.0,1.0,2.0,3003.0,screen,ec108,8703.0,1,,827.0,,561.0
17,1,2.0,146,209.0,,EFIX,,374.87248498656186,1201.0,155.0,,806.8661475114693,1736.0,164.0,,500.843468560787,1461.0,622.0,2033.0,1.0,1.0,65.0,screen,ec108,8503.0,2,,986.3,,462.3
18,1,2.0,44,253.0,loc1end,ESACC,67.52962312940886,379.22038447319784,1201.0,155.0,576.4144776113799,809.5053427865687,1736.0,164.0,509.658169756946,500.3463800208812,1461.0,622.0,2033.0,1.0,1.0,211.0,screen,ec108,8503.0,2,1161.4,985.3,209.7,466.9
19,1,2.0,120,373.0,,EFIX,,70.45069197672935,1201.0,155.0,,582.9704109129382,1736.0,164.0,,514.910574760317,1461.0,622.0,2033.0,1.0,1.0,255.0,loc1start,ec108,8503.0,2,,1154.7,,208.1
20,1,2.0,24,397.0,loc1end,ESACC,43.44939585310704,66.89073179447217,1201.0,155.0,513.9447927550196,586.908996352927,1736.0,164.0,556.7190045256225,525.4481610967919,1461.0,622.0,2033.0,1.0,1.0,375.0,loc1start,ec108,8503.0,2,1224.1,1150.1,118.2,198.4
21,1,2.0,726,1123.0,,EFIX,,33.71705799739948,1201.0,155.0,,526.614128181157,1736.0,164.0,,558.301567255547,1461.0,622.0,2033.0,1.0,1.0,399.0,loc1start,ec108,8503.0,2,,1211.0,,122.8
22,1,2.0,12,1135.0,loc1end,ESACC,21.005951537600005,22.0036360631601,1201.0,155.0,514.0702772967913,525.778432421871,1736.0,164.0,524.1595653996977,547.0644934557534,1461.0,622.0,2033.0,1.0,1.0,1125.0,loc1start,ec108,8503.0,2,1222.0,1211.0,155.5,135.4
23,1,2.0,106,1241.0,,EFIX,,19.43399084079229,1201.0,155.0,,517.2013921094954,1736.0,164.0,,519.1584343916604,1461.0,622.0,2033.0,1.0,1.0,1137.0,loc1start,ec108,8503.0,2,,1218.8,,162.8
25,1,2.0,120,1361.0,loc1end,ESACC,20.223748416156685,11.968291440301755,1201.0,155.0,532.7898272302128,533.0073545458824,1736.0,164.0,550.6523404108984,523.2313446268295,1461.0,622.0,2033.0,1.0,1.0,1243.0,loc1start,ec108,8503.0,2,1204.0,1203.0,135.0,166.8
26,1,2.0,982,2343.0,,EFIX,,3.324154027718978,1201.0,155.0,,531.8921413219036,1736.0,164.0,,533.738372238684,1461.0,622.0,2033.0,1.0,1.0,1363.0,loc1start,ec108,8503.0,2,,1204.2,,154.1
27,1,2.0,10,2353.0,loc1end,ESACC,23.623081932719913,7.433034373659261,1201.0,155.0,513.5190843581181,533.0431971238354,1736.0,164.0,532.3630809889056,539.6588274085767,1461.0,622.0,2033.0,1.0,1.0,2345.0,loc1start,ec108,8503.0,2,1222.8,1203.2,145.9,147.9
28,1,2.0,332,2685.0,,EFIX,,26.063384277564502,1201.0,155.0,,514.4741976037283,1736.0,164.0,,538.2253245621206,1461.0,622.0,2033.0,1.0,1.0,2355.0,loc1start,ec108,8503.0,2,,1222.1,,139.7
29,1,2.0,28,2713.0,loc1end,ESACC,127.50733312245228,28.02427519134074,1201.0,155.0,639.2005319146723,515.161489243907,1736.0,164.0,529.851601866032,541.7641184131706,1461.0,622.0,2033.0,1.0,1.0,2687.0,loc1start,ec108,8503.0,2,1100.6,1221.6,233.6,136.0
30,1,2.0,260,2973.0,,EFIX,,175.47321732959708,1201.0,155.0,,671.1785529946559,1736.0,164.0,,518.6292028029275,1461.0,622.0,2033.0,1.0,1.0,2715.0,loc1start,ec108,8503.0,2,,1074.3,,276.4
31,1,2.0,44,3017.0,screen,ESACC,431.7890688750701,183.3714536126057,1201.0,155.0,846.0086287976028,677.0049408977751,1736.0,164.0,503.9634907411449,518.0047200557153,1461.0,622.0,2033.0,1.0,1.0,2975.0,screen,ec108,8503.0,2,967.8,1069.5,518.4,282.8
32,1,2.0,438,3455.0,,EFIX,,444.8706778379533,1201.0,155.0,,855.8873290334424,1736.0,164.0,,506.71147608871064,1461.0,622.0,2033.0,1.0,1.0,3019.0,screen,ec108,8503.0,2,,962.6,,530.6
33,1,2.0,46,3501.0,loc3end,ESACC,445.77605364128743,447.2059257210261,1201.0,155.0,536.6090662670545,857.1375268881884,1736.0,164.0,101.01133599750084,506.32987271145674,1461.0,622.0,2033.0,1.0,1.0,3457.0,screen,ec108,8503.0,2,1378.3,962.5,564.0,533.3
34,1,2.0,262,3763.0,,EFIX,,441.1196322994478,1201.0,155.0,,532.334415569762,1736.0,164.0,,103.74839757798672,1461.0,622.0,2033.0,1.0,1.0,3503.0,loc3start,ec108,8503.0,2,,1378.8,,558.7
35,1,2.0,16,3779.0,loc3end,ESACC,484.5479646020608,451.2706615768413,1201.0,155.0,510.1110957428783,537.9325329444205,1736.0,164.0,49.965287950736375,95.76956719125339,1461.0,622.0,2033.0,1.0,1.0,3765.0,loc3start,ec108,8503.0,2,1437.7,1381.5,577.8,568.6
36,1,2.0,308,4087.0,,EFIX,,493.52147876257635,1201.0,155.0,,500.57851532002445,1736.0,164.0,,44.22273171119119,1461.0,622.0,2033.0,1.0,1.0,3781.0,loc3start,ec108,8503.0,2,,1454.9,,578.2
37,1,2.0,52,4139.0,screen,ESACC,623.2599778583573,495.3557307632567,1201.0,155.0,1010.0931640200323,506.54881304766667,1736.0,164.0,594.8946125155278,40.57708713054689,1461.0,622.0,2033.0,1.0,1.0,4089.0,loc3start,ec108,8503.0,2,869.2,1450.9,682.6,582.7
38,1,2.0,310,4449.0,,EFIX,,625.1580040277818,1201.0,155.0,,1017.5892737249151,1736.0,164.0,,606.2183847426602,1461.0,622.0,2033.0,1.0,1.0,4141.0,screen,ec108,8503.0,2,,857.3,,677.2
39,1,2.0,28,4477.0,screen,ESACC,792.8274087088564,635.6385450867498,1201.0,155.0,1206.3124387985063,1027.2738485915038,1736.0,164.0,786.8891281495761,613.3065791266224,1461.0,622.0,2033.0,1.0,1.0,4451.0,screen,ec108,8503.0,2,685.9,851.0,757.7,685.6
40,1,2.0,216,4693.0,,EFIX,,827.1661139094131,1201.0,155.0,,1246.6275225583622,1736.0,164.0,,828.6102702718571,1461.0,622.0,2033.0,1.0,1.0,4479.0,screen,ec108,8503.0,2,,645.3,,767.7
41,1,2.0,46,4739.0,screen,ESACC,742.2998046611625,830.866114365004,1201.0,155.0,1261.3824955183104,1252.0033945640882,1736.0,164.0,998.6192467602456,835.0967009873767,1461.0,622.0,2033.0,1.0,1.0,4695.0,screen,ec108,8503.0,2,492.8,638.5,377.4,766.5
42,1,2.0,218,4957.0,,EFIX,,750.5792496465646,1201.0,155.0,,1269.7658878706736,1736.0,164.0,,1006.3775683112178,1461.0,622.0,2033.0,1.0,1.0,4741.0,screen,ec108,8503.0,2,,484.5,,378.6
43,1,2.0,64,5021.0,loc1end,ESACC,93.50577522271014,751.227928128341,1201.0,155.0,617.8672430223178,1270.7110607844727,1736.0,164.0,542.8242164826473,1008.1240003094857,1461.0,622.0,2033.0,1.0,1.0,4959.0,screen,ec108,8503.0,2,1119.2,483.2,200.3,376.6
44,1,2.0,38,5059.0,,EFIX,,87.6069061204651,1201.0,155.0,,612.9675113739715,1736.0,164.0,,542.7721160855631,1461.0,622.0,2033.0,1.0,1.0,5023.0,loc1start,ec108,8503.0,2,,1123.9,,196.6
46,1,1.0,200,330.0,loc1end,ESACC,139.4153865253043,584.5392459022747,423.0,281.0,179.15035584670213,859.9743775252842,126.0,396.0,272.6181395285354,628.4098423799551,375.0,595.0,2030.0,1.0,3.0,132.0,screen,ec108,9268.0,3,294.3,984.7,334.6,442.8
47,1,1.0,48,378.0,,EFIX,,164.2130628177917,423.0,281.0,,156.55711417881975,126.0,396.0,,256.4354304693484,375.0,595.0,2030.0,1.0,3.0,332.0,loc2start,ec108,9268.0,3,,277.8,,357.7
48,1,1.0,24,402.0,loc2end,ESACC,300.60106453570654,172.89282807566076,423.0,281.0,32.64659247149695,147.2349482969312,126.0,396.0,333.4081582685103,259.7289548741149,375.0,595.0,2030.0,1.0,3.0,380.0,loc2start,ec108,9268.0,3,134.2,268.3,364.4,358.2
49,1,1.0,226,628.0,,EFIX,,302.29960304307383,423.0,281.0,,29.251495688254998,126.0,396.0,,331.71652054125974,375.0,595.0,2030.0,1.0,3.0,404.0,loc2start,ec108,9268.0,3,,133.4,,367.7
50,1,1.0,10,638.0,loc2end,ESACC,322.142716819735,307.4085880387859,423.0,281.0,14.755676873664578,25.37794317906791,126.0,396.0,332.87945265516163,332.8387597621407,375.0,595.0,2030.0,1.0,3.0,630.0,loc2start,ec108,9268.0,3,117.7,129.0,383.8,370.8
51,1,1.0,864,1502.0,,EFIX,,326.5188509106327,423.0,281.0,,12.828094168659673,126.0,396.0,,331.46849020683703,375.0,595.0,2030.0,1.0,3.0,640.0,loc2start,ec108,9268.0,3,,115.0,,389.4
53,1,1.0,152,1654.0,loc1end,ESACC,48.02759623383207,337.418730956063,423.0,281.0,301.1352686086437,23.60084744241189,126.0,396.0,347.35090326642313,340.7641413059772,375.0,595.0,2030.0,1.0,3.0,1504.0,loc2start,ec108,9268.0,3,388.2,103.4,247.9,389.2
54,1,1.0,138,1792.0,,EFIX,,58.85108325256211,423.0,281.0,,259.63599519327056,126.0,396.0,,292.88128994526096,375.0,595.0,2030.0,1.0,3.0,1656.0,loc1start,ec108,9268.0,3,,368.1,,302.2
55,1,1.0,16,1808.0,loc1end,ESACC,23.985203772325974,61.931736613791166,423.0,281.0,294.86656304165786,256.5703412321853,126.0,396.0,310.1691312816283,290.64882590507744,375.0,595.0,2030.0,1.0,3.0,1794.0,loc1start,ec108,9268.0,3,399.5,365.7,285.8,304.5
56,1,1.0,206,2014.0,,EFIX,,28.39753510430085,423.0,281.0,,297.24538684393406,126.0,396.0,,323.7882332636565,375.0,595.0,2030.0,1.0,3.0,1810.0,loc1start,ec108,9268.0,3,,396.1,,271.9
57,1,1.0,16,2030.0,loc1end,ESACC,57.59253423838892,35.768701402203554,423.0,281.0,261.79400298708146,290.7469690297734,126.0,396.0,284.90507190992577,324.08548255051477,375.0,595.0,2030.0,1.0,3.0,2016.0,loc1start,ec108,9268.0,3,373.3,388.6,310.1,271.2
58,1,1.0,156,2186.0,,EFIX,,32.11385993617083,423.0,281.0,,290.4611850144525,126.0,396.0,,318.1076861693222,375.0,595.0,2030.0,1.0,3.0,2032.0,loc1start,ec108,9268.0,3,,391.1,,277.3
59,1,1.0,32,2218.0,loc2end,ESACC,244.9401763696597,27.720028860013812,423.0,281.0,83.94932995563454,294.77584704313887,126.0,396.0,322.0945358120811,318.8661161051766,375.0,595.0,2030.0,1.0,3.0,2188.0,loc1start,ec108,9268.0,3,184.2,395.6,335.5,276.8
60,1,1.0,166,2384.0,,EFIX,,271.09136836129625,423.0,281.0,,55.73445971748537,126.0,396.0,,322.4346910616164,375.0,595.0,2030.0,1.0,3.0,2220.0,loc2start,ec108,9268.0,3,,161.7,,353.2
61,1,1.0,14,2398.0,loc2end,ESACC,315.57568030505774,277.9423141588916,423.0,281.0,12.688971589533983,52.5140933464532,126.0,396.0,327.90975892766596,328.55369424190013,375.0,595.0,2030.0,1.0,3.0,2386.0,loc2start,ec108,9268.0,3,124.5,154.2,383.4,351.7
62,1,1.0,556,2954.0,,EFIX,,320.30081173796606,423.0,281.0,,9.381364506296515,126.0,396.0,,327.58847659830775,375.0,595.0,2030.0,1.0,3.0,2400.0,loc2start,ec108,9268.0,3,,121.1,,388.0
63,1,1.0,24,2978.0,loc2end,ESACC,191.69027101029408,322.56351312570985,423.0,281.0,126.83359176495792,7.184705978674441,126.0,396.0,279.8706129624902,325.91965267531816,375.0,595.0,2030.0,1.0,3.0,2956.0,loc2start,ec108,9268.0,3,243.4,120.1,348.0,391.9
64,1,1.0,498,3476.0,,EFIX,,173.385841405808,423.0,281.0,,145.10840775089497,126.0,396.0,,274.84004438945936,375.0,595.0,2030.0,1.0,3.0,2980.0,loc2start,ec108,9268.0,3,,261.7,,344.6
65,1,1.0,56,3532.0,screen,ESACC,398.20714458683443,171.90002908667583,423.0,281.0,614.5882605452207,146.59474751845647,126.0,396.0,351.5373806581599,274.72244174803046,375.0,595.0,2030.0,1.0,3.0,3478.0,loc2start,ec108,9268.0,3,722.7,263.1,543.2,344.1
66,1,1.0,1340,4872.0,,EFIX,,405.4462849749643,423.0,281.0,,620.099096919194,126.0,396.0,,354.7301650550739,375.0,595.0,2030.0,1.0,3.0,3534.0,screen,ec108,9268.0,3,,726.8,,549.5
67,1,1.0,26,4898.0,screen,ESACC,466.1200703681402,400.91237197173143,423.0,281.0,721.8334433925876,614.9576652095654,126.0,396.0,480.30731828694843,349.93017874999003,375.0,595.0,2030.0,1.0,3.0,4874.0,screen,ec108,9268.0,3,842.4,721.8,484.4,548.3
68,1,1.0,166,5064.0,,EFIX,,495.05468384815833,423.0,281.0,,758.8946830753264,126.0,396.0,,522.2523719429142,375.0,595.0,2030.0,1.0,3.0,4900.0,screen,ec108,9268.0,3,,881.5,,467.7
69,1,2.0,16,123.0,loc2end,ESACC,711.8241988019233,657.1126007009758,1542.0,737.0,142.72732744642846,129.51204577181227,1028.0,288.0,572.6043049087214,556.5087330851152,897.0,957.0,2029.0,1.0,1.0,109.0,loc2start,ec108,8398.0,4,923.3,974.4,385.0,405.9
70,1,2.0,194,317.0,,EFIX,,733.2330734493637,1542.0,737.0,,138.39197953638785,1028.0,288.0,,594.4768624597596,897.0,957.0,2029.0,1.0,1.0,125.0,loc2start,ec108,8398.0,4,,911.5,,362.7
